TIME_PERIOD,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,OBS_VALUE
2024,NOR,A,IRLT,PA,_Z,_Z,_Z,3.559381203599139
2023,NOR,A,IRLT,PA,_Z,_Z,_Z,3.439586102092354
2022,NOR,A,IRLT,PA,_Z,_Z,_Z,2.8784130291005288
2021,NOR,A,IRLT,PA,_Z,_Z,_Z,1.41587037037037
2020,NOR,A,IRLT,PA,_Z,_Z,_Z,0.8175
2019,NOR,A,IRLT,PA,_Z,_Z,_Z,1.49416666666667
2018,NOR,A,IRLT,PA,_Z,_Z,_Z,1.87916666666667
2017,NOR,A,IRLT,PA,_Z,_Z,_Z,1.6375
2016,NOR,A,IRLT,PA,_Z,_Z,_Z,1.33166666666667
2015,NOR,A,IRLT,PA,_Z,_Z,_Z,1.565
2014,NOR,A,IRLT,PA,_Z,_Z,_Z,2.515
2013,NOR,A,IRLT,PA,_Z,_Z,_Z,2.5775
2012,NOR,A,IRLT,PA,_Z,_Z,_Z,2.10166666666667
2011,NOR,A,IRLT,PA,_Z,_Z,_Z,3.135
2010,NOR,A,IRLT,PA,_Z,_Z,_Z,3.52833333333333
2009,NOR,A,IRLT,PA,_Z,_Z,_Z,3.99833333333333
2008,NOR,A,IRLT,PA,_Z,_Z,_Z,4.45833333333333
2007,NOR,A,IRLT,PA,_Z,_Z,_Z,4.77416666666667
2006,NOR,A,IRLT,PA,_Z,_Z,_Z,4.07666666666667
2005,NOR,A,IRLT,PA,_Z,_Z,_Z,3.74583333333333
2004,NOR,A,IRLT,PA,_Z,_Z,_Z,4.36833333333333
2003,NOR,A,IRLT,PA,_Z,_Z,_Z,5.045
2002,NOR,A,IRLT,PA,_Z,_Z,_Z,6.38416666666667
2001,POL,A,UNEMP,PT_LF,_T,Y,_Z,18.3083333333333
2000,POL,A,UNEMP,PT_LF,_T,Y,_Z,16.075
2024,POL,A,IRLT,PA,_Z,_Z,_Z,5.525000000000001
2007,POL,A,IRLT,PA,_Z,_Z,_Z,5.48433333333333
2006,POL,A,IRLT,PA,_Z,_Z,_Z,5.23166666666667
2005,POL,A,IRLT,PA,_Z,_Z,_Z,5.21833333333333
2004,POL,A,IRLT,PA,_Z,_Z,_Z,6.89666666666667
2018,LVA,A,UNEMP,PT_LF,_T,Y,_Z,7.4
2017,LVA,A,UNEMP,PT_LF,_T,Y,_Z,8.70833333333334
2016,LVA,A,UNEMP,PT_LF,_T,Y,_Z,9.63333333333333
2015,LVA,A,UNEMP,PT_LF,_T,Y,_Z,9.875
2014,LVA,A,UNEMP,PT_LF,_T,Y,_Z,10.8416666666667
2013,LVA,A,UNEMP,PT_LF,_T,Y,_Z,11.8583333333333
2012,LVA,A,UNEMP,PT_LF,_T,Y,_Z,15.0416666666667
2011,LVA,A,UNEMP,PT_LF,_T,Y,_Z,16.2083333333333
2010,LVA,A,UNEMP,PT_LF,_T,Y,_Z,19.475
2009,LVA,A,UNEMP,PT_LF,_T,Y,_Z,17.55
2008,LVA,A,UNEMP,PT_LF,_T,Y,_Z,7.75
2007,LVA,A,UNEMP,PT_LF,_T,Y,_Z,6.075
2006,LVA,A,UNEMP,PT_LF,_T,Y,_Z,7.03333333333333
2005,LVA,A,UNEMP,PT_LF,_T,Y,_Z,10.0416666666667
2004,LVA,A,UNEMP,PT_LF,_T,Y,_Z,11.7416666666667
2003,LVA,A,UNEMP,PT_LF,_T,Y,_Z,11.6416666666667
2001,LTU,A,UNEMP,PT_LF,_T,Y,_Z,17.4166666666667
2000,LTU,A,UNEMP,PT_LF,_T,Y,_Z,16.4416666666667
2024,LTU,A,IRLT,PA,_Z,_Z,_Z,2.8800000000000003
2007,LTU,A,IRLT,PA,_Z,_Z,_Z,4.54475
2006,LTU,A,IRLT,PA,_Z,_Z,_Z,4.07866666666667
2005,LTU,A,IRLT,PA,_Z,_Z,_Z,3.69741666666667
2004,LTU,A,IRLT,PA,_Z,_Z,_Z,4.50258333333333
2003,LTU,A,IRLT,PA,_Z,_Z,_Z,5.32033333333333
2002,LTU,A,IRLT,PA,_Z,_Z,_Z,6.06325
2001,LTU,A,IRLT,PA,_Z,_Z,_Z,8.15225
2023,LTU,A,IRLT,PA,_Z,_Z,_Z,2.8800000000000003
2022,LTU,A,IRLT,PA,_Z,_Z,_Z,0.613333333333333
2021,LTU,A,IRLT,PA,_Z,_Z,_Z,0.16
2020,LTU,A,IRLT,PA,_Z,_Z,_Z,0.223333333333333
2019,LTU,A,IRLT,PA,_Z,_Z,_Z,0.31
2018,LTU,A,IRLT,PA,_Z,_Z,_Z,0.31
2017,LTU,A,IRLT,PA,_Z,_Z,_Z,0.31
2016,LTU,A,IRLT,PA,_Z,_Z,_Z,0.898333333333333
2015,LTU,A,IRLT,PA,_Z,_Z,_Z,1.38083333333333
2014,LTU,A,IRLT,PA,_Z,_Z,_Z,2.7925
2013,LTU,A,IRLT,PA,_Z,_Z,_Z,3.83166666666667
2012,LTU,A,IRLT,PA,_Z,_Z,_Z,4.83083333333333
2011,LTU,A,IRLT,PA,_Z,_Z,_Z,5.16
2010,LTU,A,IRLT,PA,_Z,_Z,_Z,5.56666666666667
2009,LTU,A,IRLT,PA,_Z,_Z,_Z,14.0044166666667
2008,LTU,A,IRLT,PA,_Z,_Z,_Z,5.60775
2024,LTU,A,UNEMP,PT_LF,_T,Y,_Z,7.133333333333334
2023,LTU,A,UNEMP,PT_LF,_T,Y,_Z,6.875
2022,LTU,A,UNEMP,PT_LF,_T,Y,_Z,5.95
2021,LTU,A,UNEMP,PT_LF,_T,Y,_Z,7.141666666666666
2020,LTU,A,UNEMP,PT_LF,_T,Y,_Z,8.51666666666667
2019,LTU,A,UNEMP,PT_LF,_T,Y,_Z,6.28333333333333
2018,LTU,A,UNEMP,PT_LF,_T,Y,_Z,6.18333333333333
2017,LTU,A,UNEMP,PT_LF,_T,Y,_Z,7.11666666666666
2016,LTU,A,UNEMP,PT_LF,_T,Y,_Z,7.9
2015,LTU,A,UNEMP,PT_LF,_T,Y,_Z,9.13333333333334
2014,LTU,A,UNEMP,PT_LF,_T,Y,_Z,10.725
2013,LTU,A,UNEMP,PT_LF,_T,Y,_Z,11.8
2012,LTU,A,UNEMP,PT_LF,_T,Y,_Z,13.4083333333333
2011,LTU,A,UNEMP,PT_LF,_T,Y,_Z,15.3916666666667
2010,LTU,A,UNEMP,PT_LF,_T,Y,_Z,17.8416666666667
2009,LTU,A,UNEMP,PT_LF,_T,Y,_Z,13.8
2008,LTU,A,UNEMP,PT_LF,_T,Y,_Z,5.825
2007,LTU,A,UNEMP,PT_LF,_T,Y,_Z,4.25833333333333
2006,LTU,A,UNEMP,PT_LF,_T,Y,_Z,5.79166666666667
2005,LTU,A,UNEMP,PT_LF,_T,Y,_Z,8.31666666666667
2004,LTU,A,UNEMP,PT_LF,_T,Y,_Z,10.8916666666667
2003,LTU,A,UNEMP,PT_LF,_T,Y,_Z,12.4333333333333
2010,PRT,A,UNEMP,PT_LF,_T,Y,_Z,12.5833333333333
2009,PRT,A,UNEMP,PT_LF,_T,Y,_Z,11.225
2008,PRT,A,UNEMP,PT_LF,_T,Y,_Z,9.24166666666667
2007,PRT,A,UNEMP,PT_LF,_T,Y,_Z,9.58333333333333
2006,PRT,A,UNEMP,PT_LF,_T,Y,_Z,9.3
2005,PRT,A,UNEMP,PT_LF,_T,Y,_Z,9.23333333333334
2004,PRT,A,UNEMP,PT_LF,_T,Y,_Z,8.16666666666666
2003,PRT,A,UNEMP,PT_LF,_T,Y,_Z,7.80833333333333
2002,PRT,A,UNEMP,PT_LF,_T,Y,_Z,6.46666666666667
2001,SVK,A,IRLT,PA,_Z,_Z,_Z,8.04334925852322
2024,SVK,A,UNEMP,PT_LF,_T,Y,_Z,5.3500000000000005
2023,SVK,A,UNEMP,PT_LF,_T,Y,_Z,5.8500000000000005
2006,SVK,A,UNEMP,PT_LF,_T,Y,_Z,13.4666666666667
2005,SVK,A,UNEMP,PT_LF,_T,Y,_Z,16.375
2004,SVK,A,UNEMP,PT_LF,_T,Y,_Z,18.3583333333333
2003,SVK,A,UNEMP,PT_LF,_T,Y,_Z,17.6916666666667
2002,SVK,A,UNEMP,PT_LF,_T,Y,_Z,18.8083333333333
2001,SVK,A,UNEMP,PT_LF,_T,Y,_Z,19.4583333333333
2000,SVK,A,UNEMP,PT_LF,_T,Y,_Z,18.9083333333333
2022,SVK,A,UNEMP,PT_LF,_T,Y,_Z,6.15
2021,SVK,A,UNEMP,PT_LF,_T,Y,_Z,6.825
2020,SVK,A,UNEMP,PT_LF,_T,Y,_Z,6.65833333333333
2019,SVK,A,UNEMP,PT_LF,_T,Y,_Z,5.71666666666667
2018,SVK,A,UNEMP,PT_LF,_T,Y,_Z,6.50833333333333
2017,SVK,A,UNEMP,PT_LF,_T,Y,_Z,8.08333333333334
2016,SVK,A,UNEMP,PT_LF,_T,Y,_Z,9.65833333333333
2015,SVK,A,UNEMP,PT_LF,_T,Y,_Z,11.4666666666667
2014,SVK,A,UNEMP,PT_LF,_T,Y,_Z,13.1
2013,SVK,A,UNEMP,PT_LF,_T,Y,_Z,14.1333333333333
2012,SVK,A,UNEMP,PT_LF,_T,Y,_Z,13.9
2011,SVK,A,UNEMP,PT_LF,_T,Y,_Z,13.6083333333333
2010,SVK,A,UNEMP,PT_LF,_T,Y,_Z,14.433333333333334
2009,SVK,A,UNEMP,PT_LF,_T,Y,_Z,12.0833333333333
2007,SVK,A,UNEMP,PT_LF,_T,Y,_Z,11.2333333333333
2024,SVK,A,IRLT,PA,_Z,_Z,_Z,3.4734611666666666
2023,SVK,A,IRLT,PA,_Z,_Z,_Z,3.649201916666667
2022,SVK,A,IRLT,PA,_Z,_Z,_Z,2.07405458333333
2021,SVK,A,IRLT,PA,_Z,_Z,_Z,-0.0802351666666667
2020,SVK,A,IRLT,PA,_Z,_Z,_Z,-0.03828775
2019,SVK,A,IRLT,PA,_Z,_Z,_Z,0.24631075
2018,SVK,A,IRLT,PA,_Z,_Z,_Z,0.885511
2017,SVK,A,IRLT,PA,_Z,_Z,_Z,0.915360666666666
2016,SVK,A,IRLT,PA,_Z,_Z,_Z,0.54440925
2015,SVK,A,IRLT,PA,_Z,_Z,_Z,0.88525
2014,SVK,A,IRLT,PA,_Z,_Z,_Z,2.07170141666667
2013,SVK,A,IRLT,PA,_Z,_Z,_Z,3.18637683333333
2012,SVK,A,IRLT,PA,_Z,_Z,_Z,4.55323091666667
2011,SVK,A,IRLT,PA,_Z,_Z,_Z,4.44820558333333
2010,SVK,A,IRLT,PA,_Z,_Z,_Z,3.87164658333333
2009,SVK,A,IRLT,PA,_Z,_Z,_Z,4.70651225
2008,SVK,A,IRLT,PA,_Z,_Z,_Z,4.72318268611633
2007,SVK,A,IRLT,PA,_Z,_Z,_Z,4.49072595625
2006,SVK,A,IRLT,PA,_Z,_Z,_Z,4.412181215625
2005,SVK,A,IRLT,PA,_Z,_Z,_Z,3.521579771875
2004,SVK,A,IRLT,PA,_Z,_Z,_Z,5.02614344166667
2003,SVK,A,IRLT,PA,_Z,_Z,_Z,4.98586583333333
2003,SVN,A,IRLT,PA,_Z,_Z,_Z,6.40166666666667
2024,SVN,A,UNEMP,PT_LF,_T,Y,_Z,3.708333333333333
2023,SVN,A,UNEMP,PT_LF,_T,Y,_Z,3.6583333333333337
2006,SVN,A,UNEMP,PT_LF,_T,Y,_Z,5.99166666666667
2005,SVN,A,UNEMP,PT_LF,_T,Y,_Z,6.54166666666667
2004,SVN,A,UNEMP,PT_LF,_T,Y,_Z,6.34166666666667
2003,SVN,A,UNEMP,PT_LF,_T,Y,_Z,6.7
2002,SVN,A,UNEMP,PT_LF,_T,Y,_Z,6.34166666666667
2001,SVN,A,UNEMP,PT_LF,_T,Y,_Z,6.19166666666667
2000,SVN,A,UNEMP,PT_LF,_T,Y,_Z,6.74166666666667
2003,NLD,A,UNEMP,PT_LF,_T,Y,_Z,5.90833333333333
2001,NLD,A,UNEMP,PT_LF,_T,Y,_Z,3.075
2000,NLD,A,UNEMP,PT_LF,_T,Y,_Z,3.66666666666667
2022,NLD,A,UNEMP,PT_LF,_T,Y,_Z,3.54166666666667
2021,NLD,A,UNEMP,PT_LF,_T,Y,_Z,4.225
2020,NLD,A,UNEMP,PT_LF,_T,Y,_Z,4.85
2019,NLD,A,UNEMP,PT_LF,_T,Y,_Z,4.43333333333333
2018,NLD,A,UNEMP,PT_LF,_T,Y,_Z,4.86666666666667
2017,NLD,A,UNEMP,PT_LF,_T,Y,_Z,5.875
2016,NLD,A,UNEMP,PT_LF,_T,Y,_Z,7
2015,NLD,A,UNEMP,PT_LF,_T,Y,_Z,7.89166666666667
2014,NLD,A,UNEMP,PT_LF,_T,Y,_Z,8.35
2013,NLD,A,UNEMP,PT_LF,_T,Y,_Z,8.19166666666667
2012,NLD,A,UNEMP,PT_LF,_T,Y,_Z,6.81666666666667
2011,NLD,A,UNEMP,PT_LF,_T,Y,_Z,6.05
2010,NLD,A,UNEMP,PT_LF,_T,Y,_Z,6.06666666666667
2009,NLD,A,UNEMP,PT_LF,_T,Y,_Z,5.425
2008,NLD,A,UNEMP,PT_LF,_T,Y,_Z,4.75833333333333
2007,NLD,A,UNEMP,PT_LF,_T,Y,_Z,5.30833333333333
2024,NLD,A,IRLT,PA,_Z,_Z,_Z,2.6205000000000003
2023,NLD,A,IRLT,PA,_Z,_Z,_Z,2.792
2022,NLD,A,IRLT,PA,_Z,_Z,_Z,1.37766666666667
2021,NLD,A,IRLT,PA,_Z,_Z,_Z,-0.328083333333333
2020,NLD,A,IRLT,PA,_Z,_Z,_Z,-0.376833333333333
2019,NLD,A,IRLT,PA,_Z,_Z,_Z,-0.0701666666666666
2018,NLD,A,IRLT,PA,_Z,_Z,_Z,0.576916666666667
2017,NLD,A,IRLT,PA,_Z,_Z,_Z,0.522083333333333
2016,NLD,A,IRLT,PA,_Z,_Z,_Z,0.29108333333333336
2015,NLD,A,IRLT,PA,_Z,_Z,_Z,0.6903333333333332
2014,NLD,A,IRLT,PA,_Z,_Z,_Z,1.45466666666667
2013,NLD,A,IRLT,PA,_Z,_Z,_Z,1.9605833333333333
2012,NLD,A,IRLT,PA,_Z,_Z,_Z,1.93225
2011,NLD,A,IRLT,PA,_Z,_Z,_Z,2.988583333333333
2010,NLD,A,IRLT,PA,_Z,_Z,_Z,2.990083333333333
2009,NLD,A,IRLT,PA,_Z,_Z,_Z,3.686833333333334
2008,NLD,A,IRLT,PA,_Z,_Z,_Z,4.22775
2007,NLD,A,IRLT,PA,_Z,_Z,_Z,4.28775
2006,NLD,A,IRLT,PA,_Z,_Z,_Z,3.7816666666666667
2005,NLD,A,IRLT,PA,_Z,_Z,_Z,3.3739166666666676
2004,NLD,A,IRLT,PA,_Z,_Z,_Z,4.095
2003,NLD,A,IRLT,PA,_Z,_Z,_Z,4.123166666666666
2002,NLD,A,IRLT,PA,_Z,_Z,_Z,4.890249999999999
2000,NZL,A,UNEMP,PT_LF,_T,Y,_Z,6.15
2024,NZL,A,IRLT,PA,_Z,_Z,_Z,4.5625
2023,NZL,A,IRLT,PA,_Z,_Z,_Z,4.6241666666666665
2006,NZL,A,IRLT,PA,_Z,_Z,_Z,5.78083333333333
2005,NZL,A,IRLT,PA,_Z,_Z,_Z,5.875
2004,NZL,A,IRLT,PA,_Z,_Z,_Z,6.06583333333333
2003,NZL,A,IRLT,PA,_Z,_Z,_Z,5.86666666666667
2002,NZL,A,IRLT,PA,_Z,_Z,_Z,6.5275
2001,NZL,A,IRLT,PA,_Z,_Z,_Z,6.39333333333334
2000,NZL,A,IRLT,PA,_Z,_Z,_Z,6.8525
2022,NZL,A,IRLT,PA,_Z,_Z,_Z,3.63916666666667
2021,NZL,A,IRLT,PA,_Z,_Z,_Z,1.815
2020,NZL,A,IRLT,PA,_Z,_Z,_Z,0.890833333333333
2019,NZL,A,IRLT,PA,_Z,_Z,_Z,1.64916666666667
2018,NZL,A,IRLT,PA,_Z,_Z,_Z,2.75416666666667
2017,NZL,A,IRLT,PA,_Z,_Z,_Z,2.99083333333333
2016,NZL,A,IRLT,PA,_Z,_Z,_Z,2.76166666666667
2015,NZL,A,IRLT,PA,_Z,_Z,_Z,3.42333333333333
2014,NZL,A,IRLT,PA,_Z,_Z,_Z,4.30416666666667
2013,NZL,A,IRLT,PA,_Z,_Z,_Z,4.09333333333333
2012,NZL,A,IRLT,PA,_Z,_Z,_Z,3.685
2011,NZL,A,IRLT,PA,_Z,_Z,_Z,4.945
2010,NZL,A,IRLT,PA,_Z,_Z,_Z,5.60333333333333
2009,NZL,A,IRLT,PA,_Z,_Z,_Z,5.45666666666667
2008,NZL,A,IRLT,PA,_Z,_Z,_Z,6.08083333333333
2007,NZL,A,IRLT,PA,_Z,_Z,_Z,6.265
2024,NZL,A,UNEMP,PT_LF,_T,Y,_Z,4.725
2023,NZL,A,UNEMP,PT_LF,_T,Y,_Z,3.6999999999999997
2022,NZL,A,UNEMP,PT_LF,_T,Y,_Z,3.275
2021,NZL,A,UNEMP,PT_LF,_T,Y,_Z,3.8
2005,SWE,A,IRLT,PA,_Z,_Z,_Z,3.3825
2004,SWE,A,IRLT,PA,_Z,_Z,_Z,4.425
2003,SWE,A,IRLT,PA,_Z,_Z,_Z,4.63833333333333
2002,SWE,A,IRLT,PA,_Z,_Z,_Z,5.30333333333333
2001,SWE,A,IRLT,PA,_Z,_Z,_Z,5.1075
2000,SWE,A,IRLT,PA,_Z,_Z,_Z,5.3675
2022,SWE,A,IRLT,PA,_Z,_Z,_Z,1.5237366666666665
2021,SWE,A,IRLT,PA,_Z,_Z,_Z,0.26788133333333325
2020,SWE,A,IRLT,PA,_Z,_Z,_Z,-0.03800223333333333
2019,SWE,A,IRLT,PA,_Z,_Z,_Z,0.0937583333333333
2018,SWE,A,IRLT,PA,_Z,_Z,_Z,0.651666666666667
2017,SWE,A,IRLT,PA,_Z,_Z,_Z,0.655
2016,SWE,A,IRLT,PA,_Z,_Z,_Z,0.519166666666667
2015,SWE,A,IRLT,PA,_Z,_Z,_Z,0.719166666666666
2014,SWE,A,IRLT,PA,_Z,_Z,_Z,1.72
2013,SWE,A,IRLT,PA,_Z,_Z,_Z,2.12083333333333
2012,SWE,A,IRLT,PA,_Z,_Z,_Z,1.5925
2011,SWE,A,IRLT,PA,_Z,_Z,_Z,2.605
2010,SWE,A,IRLT,PA,_Z,_Z,_Z,2.89333333333333
2009,SWE,A,IRLT,PA,_Z,_Z,_Z,3.25
2008,SWE,A,IRLT,PA,_Z,_Z,_Z,3.8875
2007,SWE,A,IRLT,PA,_Z,_Z,_Z,4.1675
2024,SWE,A,UNEMP,PT_LF,_T,Y,_Z,8.35
2023,SWE,A,UNEMP,PT_LF,_T,Y,_Z,7.666666666666666
2022,SWE,A,UNEMP,PT_LF,_T,Y,_Z,7.48333333333333
2021,SWE,A,UNEMP,PT_LF,_T,Y,_Z,8.89166666666667
2020,SWE,A,UNEMP,PT_LF,_T,Y,_Z,8.48333333333334
2019,SWE,A,UNEMP,PT_LF,_T,Y,_Z,6.90833333333333
2017,SWE,A,UNEMP,PT_LF,_T,Y,_Z,6.85833333333333
2016,SWE,A,UNEMP,PT_LF,_T,Y,_Z,7.15
2015,SWE,A,UNEMP,PT_LF,_T,Y,_Z,7.59166666666667
2014,SWE,A,UNEMP,PT_LF,_T,Y,_Z,8.1
2013,SWE,A,UNEMP,PT_LF,_T,Y,_Z,8.20833333333333
2012,SWE,A,UNEMP,PT_LF,_T,Y,_Z,8.15
2011,SWE,A,UNEMP,PT_LF,_T,Y,_Z,7.95
2010,SWE,A,UNEMP,PT_LF,_T,Y,_Z,8.775
2009,SWE,A,UNEMP,PT_LF,_T,Y,_Z,8.48333333333334
2008,SWE,A,UNEMP,PT_LF,_T,Y,_Z,6.35
2007,SWE,A,UNEMP,PT_LF,_T,Y,_Z,6.31666666666666
2006,SWE,A,UNEMP,PT_LF,_T,Y,_Z,7.24166666666667
2004,SWE,A,UNEMP,PT_LF,_T,Y,_Z,7.375
2003,SWE,A,UNEMP,PT_LF,_T,Y,_Z,6.56666666666667
2002,SWE,A,UNEMP,PT_LF,_T,Y,_Z,5.95
2010,CHE,A,IRLT,PA,_Z,_Z,_Z,1.6319166666666665
2009,CHE,A,IRLT,PA,_Z,_Z,_Z,2.20266666666667
2008,CHE,A,IRLT,PA,_Z,_Z,_Z,2.89683333333333
2016,CHE,A,UNEMP,PT_LF,_T,Y,_Z,4.9191804927589455
2015,CHE,A,UNEMP,PT_LF,_T,Y,_Z,4.800638596252196
2014,CHE,A,UNEMP,PT_LF,_T,Y,_Z,4.829987515398798
2013,CHE,A,UNEMP,PT_LF,_T,Y,_Z,4.747292142222041
2012,CHE,A,UNEMP,PT_LF,_T,Y,_Z,4.484188237313427
2011,CHE,A,UNEMP,PT_LF,_T,Y,_Z,4.401668394045508
2010,CHE,A,UNEMP,PT_LF,_T,Y,_Z,4.803625370376183
2007,CHE,A,IRLT,PA,_Z,_Z,_Z,2.92675
2006,CHE,A,IRLT,PA,_Z,_Z,_Z,2.51708333333333
2005,CHE,A,IRLT,PA,_Z,_Z,_Z,2.0955
2004,CHE,A,IRLT,PA,_Z,_Z,_Z,2.74016666666667
2003,CHE,A,IRLT,PA,_Z,_Z,_Z,2.65875
2003,POL,A,IRLT,PA,_Z,_Z,_Z,5.7775
2002,POL,A,IRLT,PA,_Z,_Z,_Z,7.35583333333333
2001,POL,A,IRLT,PA,_Z,_Z,_Z,10.6816666666667
2023,POL,A,IRLT,PA,_Z,_Z,_Z,5.805833333333333
2022,POL,A,IRLT,PA,_Z,_Z,_Z,6.05333333333333
2021,POL,A,IRLT,PA,_Z,_Z,_Z,1.94416666666667
2020,POL,A,IRLT,PA,_Z,_Z,_Z,1.49916666666667
2019,POL,A,IRLT,PA,_Z,_Z,_Z,2.3475
2018,POL,A,IRLT,PA,_Z,_Z,_Z,3.19833333333333
2017,POL,A,IRLT,PA,_Z,_Z,_Z,3.42
2016,POL,A,IRLT,PA,_Z,_Z,_Z,3.03568922308333
2015,POL,A,IRLT,PA,_Z,_Z,_Z,2.70055645741667
2014,POL,A,IRLT,PA,_Z,_Z,_Z,3.51621117375
2013,POL,A,IRLT,PA,_Z,_Z,_Z,4.03329166666667
2012,POL,A,IRLT,PA,_Z,_Z,_Z,4.99928333333333
2011,POL,A,IRLT,PA,_Z,_Z,_Z,5.95558333333333
2010,POL,A,IRLT,PA,_Z,_Z,_Z,5.78166666666667
2009,POL,A,IRLT,PA,_Z,_Z,_Z,6.12059848483333
2008,POL,A,IRLT,PA,_Z,_Z,_Z,6.07166666666667
2024,POL,A,UNEMP,PT_LF,_T,Y,_Z,2.9
2023,POL,A,UNEMP,PT_LF,_T,Y,_Z,2.816666666666667
2022,POL,A,UNEMP,PT_LF,_T,Y,_Z,2.8833333333333333
2021,POL,A,UNEMP,PT_LF,_T,Y,_Z,3.3833333333333333
2020,POL,A,UNEMP,PT_LF,_T,Y,_Z,3.1416666666666666
2019,POL,A,UNEMP,PT_LF,_T,Y,_Z,3.2333333333333334
2018,POL,A,UNEMP,PT_LF,_T,Y,_Z,3.9000000000000004
2017,POL,A,UNEMP,PT_LF,_T,Y,_Z,4.95833333333333
2016,POL,A,UNEMP,PT_LF,_T,Y,_Z,6.28333333333333
2015,POL,A,UNEMP,PT_LF,_T,Y,_Z,7.68333333333333
2014,POL,A,UNEMP,PT_LF,_T,Y,_Z,9.20833333333334
2013,POL,A,UNEMP,PT_LF,_T,Y,_Z,10.6083333333333
2012,POL,A,UNEMP,PT_LF,_T,Y,_Z,10.3916666666667
2011,POL,A,UNEMP,PT_LF,_T,Y,_Z,9.95
2010,POL,A,UNEMP,PT_LF,_T,Y,_Z,9.98333333333333
2009,POL,A,UNEMP,PT_LF,_T,Y,_Z,8.125
2007,POL,A,UNEMP,PT_LF,_T,Y,_Z,9.60833333333334
2006,POL,A,UNEMP,PT_LF,_T,Y,_Z,13.9666666666667
2005,POL,A,UNEMP,PT_LF,_T,Y,_Z,17.925
2004,POL,A,UNEMP,PT_LF,_T,Y,_Z,19.1416666666667
2003,POL,A,UNEMP,PT_LF,_T,Y,_Z,19.75
2000,PRT,A,UNEMP,PT_LF,_T,Y,_Z,5.26666666666667
2024,PRT,A,IRLT,PA,_Z,_Z,_Z,2.9575
2023,PRT,A,IRLT,PA,_Z,_Z,_Z,3.2375000000000003
2006,PRT,A,IRLT,PA,_Z,_Z,_Z,3.915
2005,PRT,A,IRLT,PA,_Z,_Z,_Z,3.4375
2004,PRT,A,IRLT,PA,_Z,_Z,_Z,4.14333333333333
2003,PRT,A,IRLT,PA,_Z,_Z,_Z,4.17833333333333
2002,PRT,A,IRLT,PA,_Z,_Z,_Z,5.00583333333333
2001,PRT,A,IRLT,PA,_Z,_Z,_Z,5.15833333333333
2000,PRT,A,IRLT,PA,_Z,_Z,_Z,5.595
2022,PRT,A,IRLT,PA,_Z,_Z,_Z,2.17
2021,PRT,A,IRLT,PA,_Z,_Z,_Z,0.295
2020,PRT,A,IRLT,PA,_Z,_Z,_Z,0.416666666666667
2019,PRT,A,IRLT,PA,_Z,_Z,_Z,0.7575
2018,PRT,A,IRLT,PA,_Z,_Z,_Z,1.84
2017,PRT,A,IRLT,PA,_Z,_Z,_Z,3.0525
2016,PRT,A,IRLT,PA,_Z,_Z,_Z,3.1725
2015,PRT,A,IRLT,PA,_Z,_Z,_Z,2.42333333333333
2014,PRT,A,IRLT,PA,_Z,_Z,_Z,3.753333333333334
2013,PRT,A,IRLT,PA,_Z,_Z,_Z,6.29416666666667
2012,PRT,A,IRLT,PA,_Z,_Z,_Z,10.5475
2011,PRT,A,IRLT,PA,_Z,_Z,_Z,10.240833333333333
2010,PRT,A,IRLT,PA,_Z,_Z,_Z,5.396666666666667
2009,PRT,A,IRLT,PA,_Z,_Z,_Z,4.21083333333333
2008,PRT,A,IRLT,PA,_Z,_Z,_Z,4.52
2007,PRT,A,IRLT,PA,_Z,_Z,_Z,4.42333333333333
2024,PRT,A,UNEMP,PT_LF,_T,Y,_Z,6.458333333333334
2023,PRT,A,UNEMP,PT_LF,_T,Y,_Z,6.566666666666667
2022,PRT,A,UNEMP,PT_LF,_T,Y,_Z,6.174999999999999
2021,PRT,A,UNEMP,PT_LF,_T,Y,_Z,6.7333333333333325
2020,PRT,A,UNEMP,PT_LF,_T,Y,_Z,7.108333333333333
2019,PRT,A,UNEMP,PT_LF,_T,Y,_Z,6.65
2018,PRT,A,UNEMP,PT_LF,_T,Y,_Z,7.1499999999999995
2017,PRT,A,UNEMP,PT_LF,_T,Y,_Z,9.241666666666667
2016,PRT,A,UNEMP,PT_LF,_T,Y,_Z,11.475
2015,PRT,A,UNEMP,PT_LF,_T,Y,_Z,12.983333333333333
2014,PRT,A,UNEMP,PT_LF,_T,Y,_Z,14.649999999999999
2013,PRT,A,UNEMP,PT_LF,_T,Y,_Z,17.241666666666667
2012,PRT,A,UNEMP,PT_LF,_T,Y,_Z,16.566666666666666
2011,PRT,A,UNEMP,PT_LF,_T,Y,_Z,13.533333333333331
2002,USA,A,UNEMP,PT_LF,_T,Y,_Z,5.775
2001,USA,A,UNEMP,PT_LF,_T,Y,_Z,4.73333333333333
2000,USA,A,UNEMP,PT_LF,_T,Y,_Z,3.99166666666667
2022,USA,A,UNEMP,PT_LF,_T,Y,_Z,3.65
2021,USA,A,UNEMP,PT_LF,_T,Y,_Z,5.36666666666667
2020,USA,A,UNEMP,PT_LF,_T,Y,_Z,8.09166666666667
2019,USA,A,UNEMP,PT_LF,_T,Y,_Z,3.66666666666667
2018,USA,A,UNEMP,PT_LF,_T,Y,_Z,3.9
