,TIME_PERIOD,Reference area,REF_AREA,Trade union density,Combined corporate income tax rate
0,2000,Mexico,MEX,16.700001,35.0
1,2000,Mexico,MEX,16.700001,35.0
2,2000,Mexico,MEX,16.700001,35.0
3,2002,Mexico,MEX,15.5,35.0
4,2002,Mexico,MEX,15.5,35.0
5,2002,Mexico,MEX,15.5,35.0
6,2005,Mexico,MEX,16.9,30.0
7,2005,Mexico,MEX,16.9,30.0
8,2005,Mexico,MEX,16.9,30.0
9,2006,Mexico,MEX,16.299999,29.0
10,2006,Mexico,MEX,16.299999,29.0
11,2006,Mexico,MEX,16.299999,29.0
12,2007,Mexico,MEX,16.700001,28.0
13,2007,Mexico,MEX,16.700001,28.0
14,2007,Mexico,MEX,16.700001,28.0
15,2008,Mexico,MEX,15.6,28.0
16,2008,Mexico,MEX,15.6,28.0
17,2008,Mexico,MEX,15.6,28.0
18,2009,Mexico,MEX,15.3,28.0
19,2009,Mexico,MEX,15.3,28.0
20,2009,Mexico,MEX,15.3,28.0
21,2010,Mexico,MEX,14.5,30.0
22,2010,Mexico,MEX,14.5,30.0
23,2010,Mexico,MEX,14.5,30.0
24,2011,Mexico,MEX,14.7,30.0
25,2011,Mexico,MEX,14.7,30.0
26,2011,Mexico,MEX,14.7,30.0
27,2012,Mexico,MEX,14.0,30.0
28,2012,Mexico,MEX,14.0,30.0
29,2012,Mexico,MEX,14.0,30.0
30,2013,Mexico,MEX,13.8,30.0
31,2013,Mexico,MEX,13.8,30.0
32,2013,Mexico,MEX,13.8,30.0
33,2014,Mexico,MEX,13.6,30.0
34,2014,Mexico,MEX,13.6,30.0
35,2014,Mexico,MEX,13.6,30.0
36,2015,Mexico,MEX,13.1,30.0
37,2015,Mexico,MEX,13.1,30.0
38,2015,Mexico,MEX,13.1,30.0
39,2016,Mexico,MEX,12.7,30.0
40,2016,Mexico,MEX,12.7,30.0
41,2016,Mexico,MEX,12.7,30.0
42,2017,Mexico,MEX,12.5,30.0
43,2017,Mexico,MEX,12.5,30.0
44,2017,Mexico,MEX,12.5,30.0
45,2018,Mexico,MEX,12.0,30.0
46,2018,Mexico,MEX,12.0,30.0
47,2018,Mexico,MEX,12.0,30.0
48,2019,Mexico,MEX,12.3,30.0
49,2019,Mexico,MEX,12.3,30.0
50,2019,Mexico,MEX,12.3,30.0
51,2020,Mexico,MEX,12.4,30.0
52,2020,Mexico,MEX,12.4,30.0
53,2020,Mexico,MEX,12.4,30.0
54,2000,Sweden,SWE,81.0,28.0
55,2000,Sweden,SWE,81.0,28.0
56,2000,Sweden,SWE,81.0,28.0
57,2001,Sweden,SWE,78.699997,28.0
58,2001,Sweden,SWE,78.699997,28.0
59,2001,Sweden,SWE,78.699997,28.0
60,2002,Sweden,SWE,78.0,28.0
61,2002,Sweden,SWE,78.0,28.0
62,2002,Sweden,SWE,78.0,28.0
63,2003,Sweden,SWE,77.199997,28.0
64,2003,Sweden,SWE,77.199997,28.0
65,2003,Sweden,SWE,77.199997,28.0
66,2004,Sweden,SWE,76.400002,28.0
67,2004,Sweden,SWE,76.400002,28.0
68,2004,Sweden,SWE,76.400002,28.0
69,2005,Sweden,SWE,75.699997,28.0
70,2005,Sweden,SWE,75.699997,28.0
71,2005,Sweden,SWE,75.699997,28.0
72,2006,Sweden,SWE,74.300003,28.0
73,2006,Sweden,SWE,74.300003,28.0
74,2006,Sweden,SWE,74.300003,28.0
75,2007,Sweden,SWE,70.800003,28.0
76,2007,Sweden,SWE,70.800003,28.0
77,2007,Sweden,SWE,70.800003,28.0
78,2008,Sweden,SWE,68.300003,28.0
79,2008,Sweden,SWE,68.300003,28.0
80,2008,Sweden,SWE,68.300003,28.0
81,2009,Sweden,SWE,68.400002,26.3
82,2009,Sweden,SWE,68.400002,26.3
83,2009,Sweden,SWE,68.400002,26.3
84,2010,Sweden,SWE,68.199997,26.3
85,2010,Sweden,SWE,68.199997,26.3
86,2010,Sweden,SWE,68.199997,26.3
87,2011,Sweden,SWE,67.5,26.3
88,2011,Sweden,SWE,67.5,26.3
89,2011,Sweden,SWE,67.5,26.3
90,2012,Sweden,SWE,67.5,26.3
91,2012,Sweden,SWE,67.5,26.3
92,2012,Sweden,SWE,67.5,26.3
93,2013,Sweden,SWE,67.699997,22.0
94,2013,Sweden,SWE,67.699997,22.0
95,2013,Sweden,SWE,67.699997,22.0
96,2014,Sweden,SWE,67.300003,22.0
97,2014,Sweden,SWE,67.300003,22.0
98,2014,Sweden,SWE,67.300003,22.0
99,2015,Sweden,SWE,67.0,22.0
100,2015,Sweden,SWE,67.0,22.0
101,2015,Sweden,SWE,67.0,22.0
102,2016,Sweden,SWE,66.699997,22.0
103,2016,Sweden,SWE,66.699997,22.0
104,2016,Sweden,SWE,66.699997,22.0
105,2017,Sweden,SWE,66.099998,22.0
106,2017,Sweden,SWE,66.099998,22.0
107,2017,Sweden,SWE,66.099998,22.0
108,2018,Sweden,SWE,65.5,22.0
109,2018,Sweden,SWE,65.5,22.0
110,2018,Sweden,SWE,65.5,22.0
111,2019,Sweden,SWE,65.199997,21.4
112,2019,Sweden,SWE,65.199997,21.4
113,2019,Sweden,SWE,65.199997,21.4
114,2000,Ireland,IRL,35.900002,24.0
115,2000,Ireland,IRL,35.900002,24.0
116,2000,Ireland,IRL,35.900002,24.0
117,2001,Ireland,IRL,35.0,20.0
118,2001,Ireland,IRL,35.0,20.0
119,2001,Ireland,IRL,35.0,20.0
120,2002,Ireland,IRL,35.099998,16.0
121,2002,Ireland,IRL,35.099998,16.0
122,2002,Ireland,IRL,35.099998,16.0
123,2003,Ireland,IRL,34.900002,12.5
124,2003,Ireland,IRL,34.900002,12.5
125,2003,Ireland,IRL,34.900002,12.5
126,2004,Ireland,IRL,33.599998,12.5
127,2004,Ireland,IRL,33.599998,12.5
128,2004,Ireland,IRL,33.599998,12.5
129,2005,Ireland,IRL,32.400002,12.5
130,2005,Ireland,IRL,32.400002,12.5
131,2005,Ireland,IRL,32.400002,12.5
132,2006,Ireland,IRL,31.700001,12.5
133,2006,Ireland,IRL,31.700001,12.5
134,2006,Ireland,IRL,31.700001,12.5
135,2007,Ireland,IRL,30.5,12.5
136,2007,Ireland,IRL,30.5,12.5
137,2007,Ireland,IRL,30.5,12.5
138,2008,Ireland,IRL,30.9,12.5
139,2008,Ireland,IRL,30.9,12.5
140,2008,Ireland,IRL,30.9,12.5
141,2009,Ireland,IRL,31.9,12.5
142,2009,Ireland,IRL,31.9,12.5
143,2009,Ireland,IRL,31.9,12.5
144,2010,Ireland,IRL,31.6,12.5
145,2010,Ireland,IRL,31.6,12.5
146,2010,Ireland,IRL,31.6,12.5
147,2011,Ireland,IRL,31.6,12.5
148,2011,Ireland,IRL,31.6,12.5
149,2011,Ireland,IRL,31.6,12.5
150,2012,Ireland,IRL,30.1,12.5
151,2012,Ireland,IRL,30.1,12.5
152,2012,Ireland,IRL,30.1,12.5
153,2013,Ireland,IRL,28.5,12.5
154,2013,Ireland,IRL,28.5,12.5
155,2013,Ireland,IRL,28.5,12.5
156,2014,Ireland,IRL,26.299999,12.5
157,2014,Ireland,IRL,26.299999,12.5
158,2014,Ireland,IRL,26.299999,12.5
159,2015,Ireland,IRL,25.4,12.5
160,2015,Ireland,IRL,25.4,12.5
161,2015,Ireland,IRL,25.4,12.5
162,2016,Ireland,IRL,23.4,12.5
163,2016,Ireland,IRL,23.4,12.5
164,2016,Ireland,IRL,23.4,12.5
165,2017,Ireland,IRL,24.299999,12.5
166,2017,Ireland,IRL,24.299999,12.5
167,2017,Ireland,IRL,24.299999,12.5
168,2018,Ireland,IRL,24.1,12.5
169,2018,Ireland,IRL,24.1,12.5
170,2018,Ireland,IRL,24.1,12.5
171,2019,Ireland,IRL,25.1,12.5
172,2019,Ireland,IRL,25.1,12.5
173,2019,Ireland,IRL,25.1,12.5
174,2020,Ireland,IRL,26.200001,12.5
175,2020,Ireland,IRL,26.200001,12.5
176,2020,Ireland,IRL,26.200001,12.5
177,2000,Italy,ITA,34.799999,4.25
178,2000,Italy,ITA,34.799999,37.0
179,2000,Italy,ITA,34.799999,41.25
180,2000,Italy,ITA,34.799999,37.0
181,2001,Italy,ITA,34.200001,4.25
182,2001,Italy,ITA,34.200001,36.0
183,2001,Italy,ITA,34.200001,40.25
184,2001,Italy,ITA,34.200001,36.0
185,2002,Italy,ITA,33.700001,4.25
186,2002,Italy,ITA,33.700001,36.0
187,2002,Italy,ITA,33.700001,40.25
188,2002,Italy,ITA,33.700001,36.0
189,2003,Italy,ITA,33.599998,4.25
190,2003,Italy,ITA,33.599998,34.0
191,2003,Italy,ITA,33.599998,38.25
192,2003,Italy,ITA,33.599998,34.0
193,2004,Italy,ITA,34.0,4.25
194,2004,Italy,ITA,34.0,33.0
195,2004,Italy,ITA,34.0,37.25
196,2004,Italy,ITA,34.0,33.0
197,2005,Italy,ITA,33.799999,4.25
198,2005,Italy,ITA,33.799999,33.0
199,2005,Italy,ITA,33.799999,37.25
200,2005,Italy,ITA,33.799999,33.0
201,2006,Italy,ITA,33.599998,4.25
202,2006,Italy,ITA,33.599998,33.0
203,2006,Italy,ITA,33.599998,37.25
204,2006,Italy,ITA,33.599998,33.0
205,2007,Italy,ITA,34.0,4.25
206,2007,Italy,ITA,34.0,33.0
207,2007,Italy,ITA,34.0,37.25
208,2007,Italy,ITA,34.0,33.0
209,2008,Italy,ITA,33.900002,3.9
210,2008,Italy,ITA,33.900002,27.5
211,2008,Italy,ITA,33.900002,31.4
212,2008,Italy,ITA,33.900002,27.5
213,2009,Italy,ITA,34.700001,3.9
214,2009,Italy,ITA,34.700001,27.5
215,2009,Italy,ITA,34.700001,31.4
216,2009,Italy,ITA,34.700001,27.5
217,2010,Italy,ITA,35.299999,3.9
218,2010,Italy,ITA,35.299999,27.5
219,2010,Italy,ITA,35.299999,31.4
220,2010,Italy,ITA,35.299999,27.5
221,2011,Italy,ITA,35.200001,3.9
222,2011,Italy,ITA,35.200001,27.5
223,2011,Italy,ITA,35.200001,31.4
224,2011,Italy,ITA,35.200001,27.5
225,2012,Italy,ITA,35.5,3.9
226,2012,Italy,ITA,35.5,27.39275
227,2012,Italy,ITA,35.5,31.29275
228,2012,Italy,ITA,35.5,27.5
229,2013,Italy,ITA,35.700001,3.9
230,2013,Italy,ITA,35.700001,27.39275
231,2013,Italy,ITA,35.700001,31.29275
232,2013,Italy,ITA,35.700001,27.5
233,2014,Italy,ITA,35.400002,3.9
234,2014,Italy,ITA,35.400002,27.39275
235,2014,Italy,ITA,35.400002,31.29275
236,2014,Italy,ITA,35.400002,27.5
237,2015,Italy,ITA,34.200001,3.9
238,2015,Italy,ITA,34.200001,27.39275
239,2015,Italy,ITA,34.200001,31.29275
240,2015,Italy,ITA,34.200001,27.5
241,2016,Italy,ITA,33.599998,3.9
242,2016,Italy,ITA,33.599998,27.39275
243,2016,Italy,ITA,33.599998,31.29275
244,2016,Italy,ITA,33.599998,27.5
245,2017,Italy,ITA,33.200001,3.9
246,2017,Italy,ITA,33.200001,23.9064
247,2017,Italy,ITA,33.200001,27.8064
248,2017,Italy,ITA,33.200001,24.0
249,2018,Italy,ITA,32.599998,3.9
250,2018,Italy,ITA,32.599998,23.9064
251,2018,Italy,ITA,32.599998,27.8064
252,2018,Italy,ITA,32.599998,24.0
253,2019,Italy,ITA,32.5,3.9
254,2019,Italy,ITA,32.5,23.9064
255,2019,Italy,ITA,32.5,27.8064
256,2019,Italy,ITA,32.5,24.0
257,2000,Australia,AUS,24.9,34.0
258,2000,Australia,AUS,24.9,34.0
259,2000,Australia,AUS,24.9,34.0
260,2001,Australia,AUS,24.6,30.0
261,2001,Australia,AUS,24.6,30.0
262,2001,Australia,AUS,24.6,30.0
263,2002,Australia,AUS,23.200001,30.0
264,2002,Australia,AUS,23.200001,30.0
265,2002,Australia,AUS,23.200001,30.0
266,2003,Australia,AUS,23.200001,30.0
267,2003,Australia,AUS,23.200001,30.0
268,2003,Australia,AUS,23.200001,30.0
269,2004,Australia,AUS,22.799999,30.0
270,2004,Australia,AUS,22.799999,30.0
271,2004,Australia,AUS,22.799999,30.0
272,2005,Australia,AUS,22.5,30.0
273,2005,Australia,AUS,22.5,30.0
274,2005,Australia,AUS,22.5,30.0
275,2006,Australia,AUS,20.4,30.0
276,2006,Australia,AUS,20.4,30.0
277,2006,Australia,AUS,20.4,30.0
278,2007,Australia,AUS,18.799999,30.0
279,2007,Australia,AUS,18.799999,30.0
280,2007,Australia,AUS,18.799999,30.0
281,2008,Australia,AUS,18.799999,30.0
282,2008,Australia,AUS,18.799999,30.0
283,2008,Australia,AUS,18.799999,30.0
284,2009,Australia,AUS,19.6,30.0
285,2009,Australia,AUS,19.6,30.0
